housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
no,Gardener,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,149,6.352,3.4,Satisfactory,106.0544,satisfactory,33,15696,86.62,0,no
yes,Driver,mon,other,aug,suburban,inactive,yes,0,3,911,5.254,3.5,Satisfactory,111.7752,satisfactory,40,15674,98.02,1,no
no,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,3,110,5.456,3.6,Satisfactory,106.3652,satisfactory,43,15701,98.38,1,yes
yes,Doctor,mon,other,nov,suburban,inactive,yes,0,1,1290,5.316,1.25,Satisfactory,107.42,satisfactory,48,15608,86.37,1,no
no,Lawyer,tue,Bachelour.degree,may,Inner.city,inactive,no,0,8,48,6.037,2.95,Satisfactory,109.1152,poor,24,15509,95.69,1,no
yes,Driver,mon,doctorate,may,Inner.city,inactive,no,0,1,626,5.743,3.05,Satisfactory,107.6652,poor,24,15518,101.86,1,no
yes,Lawyer,mon,Bachelour.degree,may,Inner.city,inactive,yes,0,1,310,2.993,-1.1,Satisfactory,106.8044,poor,37,15269,78.14,1,no
yes,Librarian,thu,doctorate,apr,Inner.city,inactive,yes,0,2,205,2.73,-1.2,Satisfactory,110.32,satisfactory,82,15282,75.17,1,no
no,Retail,wed,Bachelour.degree,jun,suburban,inactive,no,0,2,444,6.294,3.7,Satisfactory,109.842,satisfactory,29,15665,90.07,1,no
yes,Self-employed,thu,TAFE,nov,Inner.city,inactive,yes,0,4,609,4.658,1.35,Satisfactory,105.18,satisfactory,38,15609,88.37,1,no
no,Lawyer,wed,other,jun,Inner.city,inactive,no,0,1,222,5.709,3.4,Satisfactory,106.962,excellent,42,15682,82.01,1,no
no,Self-employed,thu,highschool.certificate,may,Inner.city,inactive,no,0,1,86,5.394,3.05,Satisfactory,106.8952,poor,31,15574,102.3,1,no
yes,Lawyer,thu,other,may,Inner.city,inactive,no,0,3,706,5.945,3.05,Satisfactory,105.1352,excellent,34,15570,98.31,1,no
yes,Self-employed,fri,Bachelour.degree,jul,suburban,inactive,no,0,2,330,6.226,3.15,Satisfactory,107.1052,poor,35,15583,100.71,0,yes
no,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,1,102,3.569,-1,High,104.9044,satisfactory,35,15330,77.08,1,no
yes,Lawyer,tue,Higher.school.certificate,nov,Inner.city,inactive,yes,0,2,893,4.8,1.55,Satisfactory,107.41,satisfactory,46,15563,86.06,1,no
no,Librarian,tue,highschool.certificate,may,suburban,inactive,no,0,2,215,5.544,3.25,Satisfactory,109.2052,satisfactory,53,15589,98.88,0,no
yes,Self-employed,wed,doctorate,jul,suburban,inactive,no,0,2,247,5.725,2.95,Satisfactory,107.5952,satisfactory,45,15573,97.03,0,no
no,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,2798,2.049,-1.4,Satisfactory,106.6544,satisfactory,31,15269,75.82,0,yes
no,Gardener,thu,Bachelour.degree,may,suburban,inactive,no,0,0,961,5.677,3.05,Satisfactory,109.2452,satisfactory,36,15595,97.25,1,no
unknown,Gardener,fri,Higher.school.certificate,jun,Inner.city,not.registered,no,0,2,635,6.253,3.4,Satisfactory,109.342,satisfactory,30,15715,86.19,0,no
yes,Lawyer,thu,other,nov,Inner.city,inactive,yes,0,4,337,4.865,1.15,Satisfactory,105.46,satisfactory,50,15578,83.84,0,no
yes,Self-employed,tue,highschool.certificate,jul,Inner.city,active,yes,0,3,929,6.075,3.6,Satisfactory,106.3744,satisfactory,33,15653,82.23,1,no
yes,Librarian,mon,other,mar,Inner.city,active,yes,0,2,238,3.111,-1.1,Satisfactory,107.6244,satisfactory,55,15323,73.36,0,no
yes,Self-employed,tue,Higher.school.certificate,may,Inner.city,active,yes,0,4,157,3.328,-1.3,Satisfactory,109.3344,satisfactory,39,15287,78.92,0,no
no,Lawyer,thu,other,jun,Inner.city,inactive,yes,0,1,169,2.468,-3.05,High,105.7604,satisfactory,32,15179,91.27,1,yes
no,Self-employed,wed,TAFE,may,Inner.city,inactive,no,0,0,252,5.6,2.95,Satisfactory,106.1852,satisfactory,42,15577,94.77,0,no
no,Lawyer,mon,other,mar,Inner.city,inactive,yes,0,3,455,2.717,-1,Satisfactory,108.2244,excellent,29,15368,69.33,0,yes
yes,Self-employed,wed,TAFE,jul,Inner.city,inactive,yes,0,1,275,6.997,3.7,Satisfactory,109.0944,satisfactory,38,15693,84.88,0,no
yes,Retail,wed,Higher.school.certificate,oct,Inner.city,inactive,yes,0,1,463,2.801,-3.7,Satisfactory,108.2048,satisfactory,52,15020,119.3,1,yes
yes,Chef,mon,Bachelour.degree,apr,Inner.city,inactive,yes,0,1,1089,2.173,-1.3,Satisfactory,106.8,poor,21,15318,81.06,0,no
no,Librarian,tue,highschool.certificate,may,Inner.city,inactive,no,0,4,397,5.176,3.35,Satisfactory,108.0852,excellent,56,15594,99.38,1,no
no,Lawyer,tue,Bachelour.degree,may,Inner.city,inactive,yes,0,4,518,2.887,-1,Satisfactory,105.7744,satisfactory,37,15357,78.13,0,no
yes,Lawyer,fri,other,jul,Inner.city,inactive,yes,0,3,258,5.96,3.6,Satisfactory,105.8644,satisfactory,35,15698,85.73,1,no
no,Driver,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,296,1.462,-1.2,Satisfactory,106.7344,poor,28,15288,77.51,1,no
no,Driver,fri,doctorate,jun,Inner.city,inactive,yes,0,0,148,2.583,-2.75,Satisfactory,107.5408,poor,34,15238,112.66,0,yes
no,Self-employed,thu,Higher.school.certificate,may,suburban,inactive,yes,0,4,1974,2.579,-1.4,High,106.5644,poor,28,15303,73.52,1,yes
no,Plumber,tue,Bachelour.degree,nov,Inner.city,inactive,yes,0,1,659,4.97,1.25,Satisfactory,109.92,satisfactory,40,15622,87.29,1,no
yes,Academic,tue,highschool.certificate,aug,suburban,inactive,yes,0,1,167,5.779,3.5,Satisfactory,110.6552,satisfactory,62,15742,98.92,0,no
yes,Lawyer,fri,other,nov,Inner.city,active,no,0,10,30,4.533,1.55,Satisfactory,106.76,poor,43,15564,87.74,1,no
no,Librarian,mon,highschool.certificate,jun,Inner.city,inactive,no,0,0,328,6.415,3.8,Satisfactory,109.182,excellent,57,15687,85.05,0,no
no,Self-employed,mon,highschool.certificate,jun,Inner.city,inactive,no,0,1,186,6.047,3.5,Satisfactory,110.122,satisfactory,36,15691,84.87,0,no
no,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,2,326,1.828,-0.85,Satisfactory,103.1416,satisfactory,32,14939,94.55,1,yes
yes,Lawyer,thu,Bachelour.degree,may,Inner.city,active,yes,0,3,151,2.86,-1.1,Satisfactory,106.3044,satisfactory,28,15317,78.65,0,no
yes,Self-employed,mon,Bachelour.degree,may,Inner.city,active,no,0,4,711,6.39,3.35,Satisfactory,110.3952,poor,36,15522,94.98,1,no
yes,Driver,tue,TAFE,may,Inner.city,inactive,yes,0,3,948,7.426,2.95,Satisfactory,110.7252,satisfactory,44,15572,99.81,1,no
yes,Self-employed,mon,Higher.school.certificate,may,Inner.city,inactive,no,0,2,160,6.077,2.95,Satisfactory,108.4252,satisfactory,32,15501,98.22,1,no
no,Electrician,fri,other,jun,Inner.city,inactive,no,0,1,187,5.888,3.15,Satisfactory,107.9452,poor,31,15525,99.8,1,no
yes,Driver,thu,Bachelour.degree,jun,Inner.city,inactive,no,0,4,975,5.821,3.8,Satisfactory,110.802,satisfactory,40,15713,88.79,1,no
no,Lawyer,mon,other,aug,Inner.city,inactive,yes,0,0,306,5.802,3.6,Satisfactory,103.7652,satisfactory,30,15737,98.35,1,no
yes,Driver,tue,other,aug,Inner.city,inactive,yes,0,0,235,6.756,3.4,Satisfactory,107.9952,satisfactory,35,15716,99.25,1,no
yes,Driver,thu,doctorate,may,Inner.city,inactive,yes,0,2,60,1.756,-1.4,High,107.9044,satisfactory,33,15283,84.52,1,no
yes,Gardener,wed,TAFE,nov,Inner.city,inactive,yes,0,1,1227,5.752,1.15,Satisfactory,107.59,satisfactory,52,15558,85.24,1,no
no,Chef,wed,Bachelour.degree,jun,Inner.city,inactive,no,0,4,114,5.804,3.8,Satisfactory,111.202,poor,33,15675,88.18,1,no
no,Self-employed,wed,Bachelour.degree,may,Inner.city,active,no,0,0,238,6.121,3.15,Satisfactory,110.5352,satisfactory,32,15610,99.16,0,no
no,Electrician,mon,other,apr,Inner.city,inactive,yes,0,2,260,1.684,-1.4,Satisfactory,108.73,satisfactory,44,15322,78.97,1,no
no,Lawyer,tue,other,jun,Inner.city,inactive,yes,0,1,224,3.043,-2.85,Satisfactory,109.3604,poor,49,15257,91.63,0,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,3,272,2.166,-1,Satisfactory,105.6344,excellent,36,15304,79.04,1,no
yes,Self-employed,wed,highschool.certificate,apr,suburban,inactive,yes,0,3,337,1.232,-1.2,Satisfactory,106.15,satisfactory,43,15296,77.4,1,no
yes,Gardener,tue,Higher.school.certificate,may,suburban,inactive,yes,0,3,320,1.982,-1,High,104.3344,poor,26,15283,80.65,2,no
no,Other,wed,Bachelour.degree,may,suburban,inactive,no,0,0,1137,5.795,3.35,Satisfactory,106.2752,satisfactory,45,15602,97.67,1,no
yes,Retail,thu,Bachelour.degree,jul,Inner.city,active,yes,0,0,209,6.07,3.4,Satisfactory,105.4544,satisfactory,34,15696,86.97,0,no
no,Lawyer,tue,other,nov,suburban,inactive,no,0,2,332,6.057,3.4,Satisfactory,110.462,poor,37,15637,85.56,1,no
no,Plumber,fri,other,may,Inner.city,active,no,0,3,726,6.646,2.95,Satisfactory,108.2752,satisfactory,39,15568,95.2,0,no
no,Self-employed,thu,TAFE,jun,Inner.city,inactive,no,0,2,29,6.233,3.7,Satisfactory,108.752,satisfactory,42,15736,87.52,0,no
no,Driver,fri,doctorate,may,Inner.city,inactive,yes,0,0,642,3.149,-1.1,Satisfactory,107.6744,excellent,32,15263,79.07,0,yes
yes,Driver,thu,Bachelour.degree,aug,Inner.city,inactive,yes,0,3,955,6.737,3.8,Satisfactory,104.7052,poor,29,15659,100.25,1,no
yes,Driver,thu,doctorate,aug,Inner.city,inactive,yes,0,0,156,6.104,3.5,Satisfactory,105.8152,poor,27,15621,100.92,0,yes
yes,Academic,mon,highschool.certificate,aug,suburban,inactive,yes,0,2,1708,6.101,3.6,Satisfactory,105.6252,satisfactory,57,15703,96.5,0,no
yes,Retail,wed,highschool.certificate,may,Inner.city,inactive,no,0,0,390,6.651,3.05,Satisfactory,107.7852,satisfactory,35,15593,95.77,0,no
no,Self-employed,mon,Higher.school.certificate,jun,suburban,inactive,no,0,4,1074,4.869,3.5,Satisfactory,110.752,satisfactory,37,15687,89.59,1,no
yes,Driver,tue,doctorate,aug,Inner.city,inactive,yes,0,1,225,1.907,-0.95,Satisfactory,107.5516,poor,25,14971,93.02,0,no
no,Lawyer,mon,Bachelour.degree,may,Inner.city,active,no,0,0,249,5.712,3.35,Satisfactory,109.3252,poor,39,15598,100.62,1,no
yes,Electrician,fri,other,may,Inner.city,inactive,no,0,2,377,5.919,2.95,Satisfactory,109.7252,poor,36,15630,100.32,0,no
yes,Self-employed,mon,Higher.school.certificate,jun,Inner.city,inactive,no,0,5,351,5.602,3.7,Satisfactory,105.582,excellent,42,15654,88.05,0,yes
no,Lawyer,tue,unknown,jul,Inner.city,inactive,yes,0,0,1680,1.611,-0.95,High,103.632,satisfactory,45,14961,94.41,2,yes
no,Lawyer,wed,Bachelour.degree,jun,Inner.city,inactive,no,0,1,635,5.825,3.6,Satisfactory,107.252,satisfactory,51,15697,87.66,0,no
no,Lawyer,fri,other,apr,Inner.city,inactive,no,0,5,114,1.702,-1.4,Satisfactory,107.39,poor,28,15283,76.17,0,no
no,Plumber,fri,other,nov,Inner.city,inactive,yes,0,1,267,5.505,1.35,Satisfactory,104.89,satisfactory,44,15568,91.1,1,no
yes,Lawyer,fri,Bachelour.degree,jul,suburban,inactive,yes,0,5,650,6.258,3.8,Satisfactory,108.1444,satisfactory,47,15698,83.36,0,no
yes,Librarian,tue,doctorate,aug,Inner.city,inactive,yes,1,1,400,2.143,-0.95,Low,105.9416,satisfactory,67,15011,92.51,3,yes
yes,Gardener,fri,Higher.school.certificate,jul,Inner.city,inactive,yes,0,2,216,5.741,3.8,Satisfactory,108.7244,excellent,53,15650,83.08,0,no
yes,Lawyer,tue,other,jun,suburban,inactive,no,0,2,472,5.628,3.5,Satisfactory,112.122,satisfactory,28,15710,94.63,1,no
yes,Doctor,thu,TAFE,may,Inner.city,active,no,0,2,421,5.383,3.15,Satisfactory,111.0252,satisfactory,35,15581,99.29,0,no
yes,Plumber,tue,Bachelour.degree,may,Inner.city,inactive,yes,0,5,591,2.362,-1.2,Satisfactory,106.9744,satisfactory,36,15303,80.33,1,no
yes,Gardener,tue,Bachelour.degree,jul,Inner.city,inactive,no,0,10,940,7.323,3.4,Satisfactory,105.2844,satisfactory,25,15656,87.68,1,no
no,Driver,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,4,542,2.563,-1.3,High,107.1844,satisfactory,32,15305,75.81,1,yes
no,Plumber,wed,other,may,Inner.city,inactive,yes,0,1,260,1.473,-1.1,Satisfactory,105.4644,poor,35,15287,76,1,no
no,Lawyer,fri,other,jul,Inner.city,inactive,yes,0,0,655,5.416,3.8,Satisfactory,110.5144,satisfactory,32,15683,83.72,0,no
no,Lawyer,tue,other,jun,Inner.city,inactive,no,0,0,197,5.697,3.7,Satisfactory,108.462,excellent,40,15663,87.08,0,no
no,Self-employed,thu,highschool.certificate,jul,suburban,inactive,yes,0,3,316,5.699,3.8,High,109.0044,poor,31,15652,84.75,1,no
yes,Self-employed,fri,Bachelour.degree,jul,suburban,inactive,yes,0,4,1354,5.746,3.4,Satisfactory,105.2844,satisfactory,53,15688,85.05,1,no
yes,Lawyer,wed,Bachelour.degree,oct,Inner.city,inactive,yes,0,1,253,1.794,-3.5,Satisfactory,110.4348,satisfactory,35,15008,118.65,1,no
no,Chef,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,159,3.086,-1.2,Satisfactory,104.9244,poor,21,15313,79.51,1,no
yes,Driver,mon,Bachelour.degree,may,suburban,active,yes,0,7,24,1.938,-1.4,Satisfactory,103.2144,poor,34,15272,80.79,1,no
yes,Other,tue,Bachelour.degree,aug,suburban,inactive,yes,0,1,333,5.381,3.7,Satisfactory,106.5452,satisfactory,43,15664,98.14,1,no
yes,Gardener,thu,Higher.school.certificate,jul,suburban,inactive,yes,0,3,123,6.582,3.8,Satisfactory,110.7344,satisfactory,56,15682,87.59,0,no
yes,Self-employed,fri,Higher.school.certificate,apr,Inner.city,inactive,yes,0,1,200,2.95,-1.4,Satisfactory,106.66,satisfactory,34,15237,74.15,0,no
no,Driver,fri,doctorate,jun,Inner.city,inactive,no,0,3,263,6.623,3.8,Satisfactory,107.132,poor,24,15706,85.94,0,no
yes,Self-employed,tue,highschool.certificate,may,Inner.city,inactive,no,0,3,989,6.592,3.25,Satisfactory,110.5852,satisfactory,61,15577,99.14,0,no
yes,Driver,fri,TAFE,jul,Inner.city,inactive,yes,0,7,539,5.233,3.8,Satisfactory,107.3544,poor,24,15701,84.47,0,no
no,Driver,wed,Bachelour.degree,aug,Inner.city,inactive,yes,0,3,477,6.558,3.8,Satisfactory,111.2852,satisfactory,39,15670,100.67,0,no
no,Driver,thu,Higher.school.certificate,may,Inner.city,inactive,no,0,3,417,5.983,3.35,Satisfactory,107.9952,satisfactory,51,15604,102.2,0,no
no,Self-employed,mon,highschool.certificate,may,suburban,inactive,no,0,10,42,5.894,3.15,Satisfactory,110.8052,satisfactory,36,15568,100.87,1,no
yes,Retail,mon,other,apr,Inner.city,inactive,no,0,1,620,6.013,3.25,Satisfactory,105.7252,poor,40,15576,101.74,0,no
no,Lawyer,mon,Bachelour.degree,jul,Inner.city,inactive,no,0,3,1993,5.434,3.8,Satisfactory,105.3644,satisfactory,41,15722,87.91,1,yes
unknown,Lawyer,thu,other,oct,Inner.city,not.registered,yes,0,2,584,2.337,-0.25,High,109.2708,excellent,31,14852,69.04,2,no
yes,Gardener,thu,Bachelour.degree,may,suburban,active,no,0,3,438,5.041,3.15,Satisfactory,108.6452,satisfactory,31,15582,98.99,1,no
yes,Self-employed,tue,Bachelour.degree,jun,Inner.city,inactive,yes,0,2,758,2.137,-2.85,Satisfactory,105.6804,poor,27,15243,90.67,1,no
no,Self-employed,mon,highschool.certificate,may,suburban,inactive,yes,0,3,438,1.705,-1.2,Satisfactory,107.2944,satisfactory,53,15281,78.79,2,no
yes,Plumber,mon,other,sep,Inner.city,inactive,no,0,2,493,2.172,-3.8,High,107.6832,satisfactory,33,15090,112.01,2,no
no,Academic,wed,highschool.certificate,may,Inner.city,inactive,no,0,0,1291,6.142,3.15,Satisfactory,107.2252,excellent,52,15545,99.63,0,no
yes,Gardener,wed,doctorate,may,Inner.city,inactive,yes,1,2,1013,2.555,-1.1,Low,109.8444,poor,25,15315,75.55,1,no
yes,Plumber,fri,other,may,Inner.city,active,no,0,3,239,6.196,2.95,Satisfactory,106.0752,satisfactory,50,15587,97.23,0,no
yes,Lawyer,wed,Bachelour.degree,may,Inner.city,inactive,no,0,1,81,5.723,3.15,Satisfactory,112.0452,excellent,46,15509,98.76,1,no
yes,Self-employed,wed,other,aug,Inner.city,inactive,yes,0,0,429,6.586,3.5,Satisfactory,109.1352,satisfactory,41,15670,96.88,0,no
no,Lawyer,mon,Higher.school.certificate,may,Inner.city,inactive,yes,0,3,178,2.746,-1,Satisfactory,108.3444,poor,29,15299,78.31,0,no
no,Plumber,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,0,389,5.93,3.5,Satisfactory,111.0844,satisfactory,51,15639,83.82,1,no
yes,Gardener,mon,Bachelour.degree,sep,Inner.city,active,no,0,0,27,1.768,-0.0500000000000001,High,107.9292,excellent,31,14870,101.19,2,no
no,Driver,thu,doctorate,jul,Inner.city,inactive,yes,0,1,379,6.178,3.4,Satisfactory,109.5444,satisfactory,44,15692,83.97,0,no
no,Librarian,tue,other,apr,Inner.city,inactive,yes,0,4,288,2.234,-1,Satisfactory,105.04,satisfactory,66,15314,77.56,0,yes
no,Lawyer,fri,other,nov,Inner.city,inactive,no,0,2,918,4.247,1.55,Satisfactory,106.12,satisfactory,42,15656,82.74,0,no
no,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,2,165,5.139,3.8,Satisfactory,110.6652,poor,35,15681,100.3,0,no
no,Lawyer,mon,other,jul,Inner.city,inactive,yes,0,4,181,1.412,-1.05,Satisfactory,109.522,satisfactory,44,14983,93.34,0,no
no,Self-employed,thu,TAFE,may,Inner.city,inactive,no,0,4,1030,5.65,2.95,Satisfactory,110.2752,satisfactory,44,15590,96.7,1,no
no,Lawyer,tue,unknown,jul,Inner.city,inactive,yes,0,2,207,6.692,3.7,Satisfactory,109.5744,poor,33,15643,83.32,1,no
yes,Lawyer,mon,other,aug,suburban,inactive,yes,0,2,558,6.9,3.4,Satisfactory,107.5852,satisfactory,34,15669,98.12,0,no
yes,Librarian,thu,highschool.certificate,apr,Inner.city,inactive,yes,0,1,593,2.693,-1,Satisfactory,107.74,satisfactory,84,15316,77.58,0,no
yes,Self-employed,tue,other,aug,suburban,inactive,yes,0,2,145,7.135,3.4,Satisfactory,108.7352,satisfactory,44,15671,102,1,no
yes,Driver,mon,doctorate,jul,Inner.city,inactive,yes,0,1,736,5.593,3.8,Satisfactory,108.1544,satisfactory,50,15644,82.51,1,yes
yes,Driver,thu,doctorate,aug,suburban,inactive,yes,0,3,1617,6.247,3.5,Satisfactory,113.1052,satisfactory,42,15697,97.2,0,no
yes,Self-employed,fri,Higher.school.certificate,may,suburban,inactive,yes,0,1,458,1.908,-1.3,Satisfactory,107.3144,satisfactory,49,15286,76.36,1,no
no,Lawyer,fri,other,may,Inner.city,inactive,no,0,5,266,5.916,3.35,Satisfactory,103.8052,poor,34,15560,97.31,0,no
yes,Driver,mon,doctorate,may,suburban,active,no,0,2,1237,5.726,3.05,Satisfactory,106.6552,satisfactory,51,15585,97.68,0,no
yes,Self-employed,thu,highschool.certificate,apr,suburban,inactive,yes,0,3,408,2.963,-1.1,Satisfactory,107.8,satisfactory,34,15304,75.65,0,no
no,Plumber,mon,TAFE,nov,Inner.city,inactive,yes,0,2,288,5.445,1.35,Satisfactory,104.03,satisfactory,47,15561,86.42,1,no
no,Retail,tue,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,395,5.351,1.25,Satisfactory,102.77,excellent,29,15607,86.28,0,no
yes,Lawyer,fri,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,706,4.634,1.25,Satisfactory,104.75,poor,32,15579,85.09,1,no
yes,Lawyer,thu,other,jul,Inner.city,inactive,no,0,1,391,5.837,3.4,Satisfactory,106.0944,poor,31,15645,84.47,0,no
no,Retail,wed,Higher.school.certificate,aug,suburban,inactive,yes,0,1,235,5.19,3.5,Satisfactory,106.9652,satisfactory,43,15694,98.62,1,no
unknown,Self-employed,thu,Higher.school.certificate,nov,Inner.city,not.registered,yes,0,3,109,4.369,1.25,Satisfactory,108.37,excellent,40,15545,85.77,0,no
no,Driver,mon,doctorate,jul,Inner.city,active,no,0,0,330,5.295,3.6,Satisfactory,106.6444,poor,35,15699,86.92,0,no
yes,Librarian,mon,highschool.certificate,oct,Inner.city,inactive,yes,0,1,2365,1.765,-3.6,Satisfactory,105.3248,satisfactory,58,15094,118.71,0,no
no,Retail,mon,TAFE,jul,suburban,inactive,yes,0,0,628,6.627,3.5,Satisfactory,108.2644,satisfactory,54,15679,87.06,1,no
yes,Driver,tue,doctorate,aug,Inner.city,active,yes,0,3,187,6.569,3.4,Satisfactory,107.5152,excellent,42,15654,96.96,1,no
no,Self-employed,mon,highschool.certificate,jul,suburban,inactive,no,0,0,78,5.255,3.7,Satisfactory,107.9944,satisfactory,56,15727,88.21,0,no
no,Gardener,mon,Higher.school.certificate,may,suburban,inactive,yes,0,5,170,6.136,3.6,Satisfactory,108.7952,satisfactory,46,15614,99.14,0,yes
yes,Lawyer,wed,Bachelour.degree,may,Inner.city,active,no,0,4,177,2.704,-1.4,Satisfactory,105.84,poor,56,15269,75.4,1,no
yes,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,3,354,2.534,-1,High,111.5844,satisfactory,45,15315,76.76,1,no
yes,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,1,278,6.221,3.5,Satisfactory,105.6552,satisfactory,36,15692,99.3,1,no
yes,Self-employed,fri,Higher.school.certificate,may,suburban,inactive,yes,0,3,2306,2.446,-1.4,High,109.07,satisfactory,47,15261,75.8,1,no
yes,Self-employed,mon,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,181,5.356,3.4,Satisfactory,107.0144,excellent,35,15673,86.14,1,no
yes,Driver,mon,Bachelour.degree,aug,Inner.city,inactive,yes,0,4,219,5.875,3.4,Satisfactory,106.7652,poor,28,15698,100.61,1,no
no,Self-employed,mon,Higher.school.certificate,jun,Inner.city,inactive,no,0,2,101,6.051,3.4,Satisfactory,109.222,poor,42,15657,87.41,1,yes
yes,Self-employed,tue,Higher.school.certificate,may,Inner.city,active,yes,0,3,1419,1.064,-1,Satisfactory,109.0944,poor,30,15268,73.73,1,yes
no,Self-employed,mon,Higher.school.certificate,aug,Inner.city,inactive,yes,0,3,470,6.75,3.5,Satisfactory,110.6752,satisfactory,51,15704,98.47,0,no
no,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,1,353,6.438,3.8,Satisfactory,107.8652,poor,33,15679,99.39,1,no
yes,Driver,fri,other,may,Inner.city,inactive,no,0,3,1308,5.743,3.15,Satisfactory,108.8052,poor,34,15635,95.99,1,no
yes,Lawyer,mon,TAFE,mar,Inner.city,inactive,no,0,2,752,3.265,-1.1,Satisfactory,109.5644,satisfactory,45,15310,68.72,1,yes
yes,Driver,mon,doctorate,apr,Inner.city,active,yes,0,0,422,2.419,-1.1,Satisfactory,107.87,satisfactory,48,15227,77.04,1,yes
yes,Driver,mon,Bachelour.degree,jun,Inner.city,active,no,0,2,484,6.357,3.7,Satisfactory,107.972,poor,26,15710,88.65,1,no
no,Lawyer,wed,Bachelour.degree,may,Inner.city,inactive,yes,0,2,1542,1.819,-1.2,High,110.4044,poor,30,15320,78.73,2,yes
yes,Self-employed,thu,highschool.certificate,jul,Inner.city,inactive,no,0,0,277,5.942,3.8,Satisfactory,107.9444,poor,31,15712,87.56,0,no
no,Lawyer,tue,other,aug,suburban,inactive,yes,0,0,163,6.651,3.6,Satisfactory,105.1752,poor,26,15681,96.56,0,no
yes,Driver,wed,other,apr,Inner.city,inactive,no,0,1,429,1.674,-1.2,Satisfactory,107.43,satisfactory,34,15310,77.37,0,no
no,Lawyer,thu,Higher.school.certificate,aug,suburban,inactive,yes,0,2,691,1.447,-2.65,Satisfactory,109.4508,satisfactory,37,15258,106.56,0,no
no,Lawyer,mon,Bachelour.degree,nov,Inner.city,inactive,yes,0,3,359,1.926,-3.7,Satisfactory,110.4592,excellent,40,15062,114.34,1,no
yes,Plumber,tue,Higher.school.certificate,may,Inner.city,inactive,no,0,3,841,6.145,3.15,Satisfactory,107.8052,satisfactory,41,15578,100.97,0,no
no,Plumber,thu,other,may,suburban,inactive,no,0,3,483,5.837,3.05,Satisfactory,110.5552,satisfactory,39,15587,98.68,1,no
no,Retail,mon,doctorate,jun,Inner.city,inactive,no,0,3,794,5.553,3.7,Satisfactory,107.822,poor,39,15674,87.72,0,no
no,Doctor,fri,Bachelour.degree,apr,Inner.city,inactive,yes,0,1,924,2.764,-1.2,High,109.12,satisfactory,37,15285,76.8,3,no
yes,Lawyer,tue,highschool.certificate,aug,suburban,active,yes,0,3,551,5.977,3.6,Satisfactory,105.0352,satisfactory,58,15709,100.55,0,no
yes,Self-employed,thu,unknown,jul,suburban,inactive,yes,0,3,204,5.432,3.8,Satisfactory,104.5544,satisfactory,49,15679,83.77,1,no
no,Self-employed,mon,Higher.school.certificate,jul,Inner.city,inactive,yes,0,0,1052,6.153,3.8,Satisfactory,108.3444,satisfactory,52,15629,84.5,1,no
no,Self-employed,thu,highschool.certificate,jul,suburban,inactive,no,0,5,639,6.536,3.5,Satisfactory,106.7644,satisfactory,53,15638,84.56,1,no
no,Lawyer,thu,other,aug,suburban,active,yes,0,3,350,5.954,3.7,Satisfactory,105.9352,satisfactory,57,15695,101.61,1,no
unknown,Self-employed,wed,highschool.certificate,jul,suburban,not.registered,no,0,2,234,5.208,3.4,Satisfactory,111.0944,satisfactory,42,15691,88.45,1,no
no,Driver,wed,doctorate,jul,Inner.city,active,yes,0,2,341,5.819,3.7,Satisfactory,108.9744,satisfactory,35,15670,86.39,0,no
yes,Self-employed,mon,TAFE,jun,suburban,inactive,no,0,5,360,5.702,3.8,Satisfactory,108.792,satisfactory,37,15733,84.47,0,no
no,Self-employed,tue,Higher.school.certificate,may,suburban,inactive,no,0,3,636,6.57,2.95,Satisfactory,108.9852,excellent,39,15609,101.06,0,no
no,Lawyer,tue,unknown,may,Inner.city,inactive,no,0,0,777,5.401,3.35,Satisfactory,109.4852,poor,38,15611,98.34,1,no
yes,Lawyer,fri,other,may,Inner.city,active,yes,0,1,306,2.318,-1.1,Satisfactory,107.4244,poor,41,15304,80.15,1,no
no,Electrician,wed,other,jul,Inner.city,inactive,no,0,3,347,5.906,3.7,Satisfactory,107.8944,satisfactory,24,15620,84.75,0,yes
yes,Doctor,tue,Higher.school.certificate,nov,Inner.city,inactive,yes,0,1,195,4.759,1.15,High,106.5,satisfactory,51,15610,87.25,1,no
